no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
169,D. GD&T,GD&T,Intermediate,"Nếu drawing ghi position Ø0.1(M) A|B|C, feature rời MMC thì điều gì có thể tăng?",Dung sai position khả dụng do bonus,Kích thước nominal,Độ nhám,Revision,A,Bonus tolerance tăng khi feature rời MMC.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
170,D. GD&T,GD&T,Intermediate,Nếu lỗ nhỏ hơn MMC của nó thì có được bonus tolerance không?,Không; đó là hướng không thể xảy ra đối với lỗ nếu MMC là kích thước nhỏ nhất,Có vô hạn,Có 0.1,Tùy màu,A,Lỗ nhỏ hơn MMC là không đạt kích thước; bonus chỉ có khi rời MMC theo hướng hợp lệ.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
171,E. Vật liệu cơ khí,Aluminum,Intermediate,A6061 thường được dùng vì đặc tính nào?,Độ bền/khả năng gia công tốt và ứng dụng kết cấu phổ biến,Luôn cứng hơn carbide,Là inox,Là nhựa,A,"6061 là hợp kim nhôm phổ biến, cân bằng cơ tính và khả năng gia công.",technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
172,E. Vật liệu cơ khí,Aluminum,Intermediate,A5052 nổi bật ở điểm nào?,Khả năng chống ăn mòn và tạo hình tốt,Luôn chịu nhiệt hơn thép,Là titanium,Không thể anodize,A,"5052 là hợp kim Al-Mg, có chống ăn mòn và khả năng tạo hình tốt.",technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
173,E. Vật liệu cơ khí,Steel,Intermediate,SUS304 thuộc loại gì?,Austenitic stainless steel,Aluminum,Tool steel,Copper,A,SUS304 là inox austenitic.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
174,E. Vật liệu cơ khí,Steel,Intermediate,SUS316 thường được chọn khi cần cải thiện khả năng chống ăn mòn so với 304 nhờ thành phần nào?,Mo,Pb,Zn,Mg,A,316 chứa molybdenum giúp cải thiện chống ăn mòn cục bộ.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
175,E. Vật liệu cơ khí,Hardness,Intermediate,Độ cứng biểu thị gì?,Khả năng chống biến dạng/xâm nhập cục bộ,Khối lượng riêng,Màu sắc,Độ nhám,A,Hardness phản ánh khả năng chống biến dạng cục bộ.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
176,E. Vật liệu cơ khí,Tensile,Intermediate,Tensile strength là gì?,Độ bền kéo,Độ dẫn điện,Độ nhám,Độ phẳng,A,Tensile strength là ứng suất kéo cực đại theo định nghĩa phép thử.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
177,E. Vật liệu cơ khí,Yield,Intermediate,Yield strength liên quan đến gì?,Giới hạn chảy,Màu,Độ nhám,Đường kính,A,Yield strength liên quan đến bắt đầu biến dạng dẻo đáng kể.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
178,E. Vật liệu cơ khí,Elastic,Intermediate,Elastic deformation là gì?,Biến dạng có thể hồi phục khi bỏ tải trong giới hạn đàn hồi,Biến dạng vĩnh viễn,Nứt,Ăn mòn,A,Biến dạng đàn hồi hồi phục khi tải được bỏ.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
179,E. Vật liệu cơ khí,Thermal,Intermediate,Hệ số giãn nở nhiệt dùng để mô tả gì?,Mức thay đổi kích thước theo nhiệt độ,Độ cứng,Độ nhám,Độ bền ren,A,CTE mô tả biến thiên kích thước theo nhiệt độ.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
180,E. Vật liệu cơ khí,Anodize,Intermediate,Anodize nhôm có thể làm gì?,Tạo lớp oxide bảo vệ và có thể tăng khả năng chống mài mòn tùy quy trình,Luôn làm nhôm thành thép,Xóa dung sai,Tạo ren,A,Anodizing là xử lý điện hóa bề mặt nhôm.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
181,E. Vật liệu cơ khí,Passivation,Intermediate,Passivation inox nhằm mục đích chính nào?,Tạo/khôi phục lớp thụ động chống ăn mòn,Tăng đường kính,Tạo ren,Giảm khối lượng,A,Passivation tăng khả năng chống ăn mòn của inox.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
182,E. Vật liệu cơ khí,Plating,Intermediate,Mạ bề mặt có thể ảnh hưởng kích thước không?,Có,Không bao giờ,Chỉ ảnh hưởng màu,Chỉ ảnh hưởng tên file,A,Lớp mạ có chiều dày nên có thể ảnh hưởng kích thước.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
183,E. Vật liệu cơ khí,Heat treatment,Intermediate,Nhiệt luyện có thể làm thay đổi kích thước chi tiết không?,"Có, do biến đổi tổ chức và ứng suất",Không bao giờ,Chỉ đổi màu,Chỉ đổi tên,A,Nhiệt luyện có thể gây biến dạng/kích thước thay đổi.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
184,E. Vật liệu cơ khí,Material cert,Intermediate,Mục đích của material certificate là gì?,Xác nhận thông tin vật liệu/lô theo yêu cầu,Xác định CNC program,Xác định datum,Đo Ra,A,Material cert hỗ trợ traceability và xác nhận vật liệu.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
185,E. Vật liệu cơ khí,Corrosion,Intermediate,Galvanic corrosion liên quan đến gì?,Tương tác điện hóa giữa các vật liệu khác nhau trong môi trường điện ly,Chỉ nhiệt độ,Chỉ độ nhám,Chỉ CNC,A,Tiếp xúc vật liệu khác nhau có thể tạo pin điện hóa.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
186,E. Vật liệu cơ khí,Aluminum,Intermediate,Nhôm và thép tiếp xúc trực tiếp trong môi trường ẩm có thể cần xem xét gì?,Ăn mòn điện hóa,Chỉ màu,Chỉ dung sai,Không cần gì,A,Cặp vật liệu khác nhau có thể gây galvanic corrosion.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
187,E. Vật liệu cơ khí,Surface,Intermediate,Surface treatment specification nên được kiểm soát như thế nào?,Theo yêu cầu bản vẽ/spec và revision kiểm soát,Tự thay đổi theo nhà cung cấp,Không cần revision,Chỉ bằng ảnh,A,Xử lý bề mặt là yêu cầu kỹ thuật cần kiểm soát.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
188,E. Vật liệu cơ khí,Material substitution,Intermediate,Có được tự ý thay vật liệu tương đương không?,Không nếu chưa được phê duyệt khi vật liệu là yêu cầu thiết kế/khách hàng,Luôn được,Chỉ cần nói miệng,Không cần ghi lại,A,Thay vật liệu có thể ảnh hưởng chức năng và phải theo quy trình.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
189,E. Vật liệu cơ khí,Surface,Intermediate,Độ bóng và độ nhám có giống nhau hoàn toàn không?,Không,Có,Luôn bằng nhau,Không liên quan bề mặt,A,Gloss và roughness là các đặc tính khác nhau.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
190,E. Vật liệu cơ khí,Machining,Intermediate,Vật liệu mềm hơn có luôn dễ gia công hơn không?,"Không; còn phụ thuộc độ dẻo, xu hướng dính dao, nhiệt và điều kiện cắt",Luôn có,Chỉ phụ thuộc độ cứng,Không thể gia công,A,Khả năng gia công phụ thuộc nhiều yếu tố vật liệu và quy trình.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
191,F. Gia công CNC & DFM,CNC,Intermediate,G-code trong CNC dùng chủ yếu để làm gì?,Điều khiển chuyển động/chức năng máy theo chương trình,Đo độ nhám,Đọc material cert,Quản lý revision,A,G-code chứa lệnh điều khiển máy.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
192,F. Gia công CNC & DFM,CNC,Intermediate,SFM/ cutting speed liên quan đến gì?,Tốc độ cắt tại vùng tiếp xúc dao-phôi,Độ nhám duy nhất,Dung sai bản vẽ,Độ cứng,A,Cutting speed là tốc độ tương đối tại vùng cắt.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
193,F. Gia công CNC & DFM,CNC,Intermediate,Feed rate là gì?,Tốc độ tiến dao,Tốc độ trục chính duy nhất,Độ nhám,Độ phẳng,A,Feed rate là tốc độ dịch chuyển của dao/phôi theo hướng tiến dao.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
194,F. Gia công CNC & DFM,CNC,Intermediate,Spindle speed thường ký hiệu gì?,RPM,Ra,MMC,Cpk,A,RPM là vòng/phút của spindle.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
195,F. Gia công CNC & DFM,CNC,Intermediate,Tool wear có thể gây gì?,"Sai kích thước, bề mặt xấu và bavia",Tăng độ chính xác vô hạn,Không ảnh hưởng,Đổi vật liệu,A,Mòn dao ảnh hưởng chất lượng gia công.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
196,F. Gia công CNC & DFM,CNC,Intermediate,Climb milling và conventional milling khác nhau chủ yếu ở gì?,Hướng tương đối giữa chuyển động dao và feed tại vùng cắt,Vật liệu,Revision,Datum,A,Hai phương pháp khác nhau về hướng chuyển động tương đối.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
197,F. Gia công CNC & DFM,CNC,Intermediate,Deep pocket khó gia công có thể gặp vấn đề gì?,"Rung, thoát phoi kém, dao dài và sai số",Không có vấn đề,Luôn chính xác hơn,Chỉ đổi màu,A,Pocket sâu tăng yêu cầu về độ cứng dao và thoát phoi.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
198,F. Gia công CNC & DFM,DFM,Intermediate,Góc trong pocket phay bằng dao tròn có thể đạt góc vuông tuyệt đối không?,Không với dao phay tròn thông thường,Luôn có,Chỉ bằng mắt,Không phụ thuộc dao,A,Bán kính dao tạo internal corner radius.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
199,F. Gia công CNC & DFM,DFM,Intermediate,Thiết kế corner radius hợp lý giúp gì?,Giảm khó khăn gia công và tăng khả năng dùng dao tiêu chuẩn,Luôn tăng chi phí,Không ảnh hưởng,Xóa datum,A,Corner radius phù hợp DFM.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
200,F. Gia công CNC & DFM,DFM,Intermediate,Lỗ quá sâu so với đường kính có thể gây gì?,Khó thoát phoi và khó giữ độ chính xác,Luôn tốt,Không cần coolant,Tăng độ cứng,A,Tỷ lệ sâu/đường kính cao làm gia công khó.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
201,F. Gia công CNC & DFM,DFM,Intermediate,Thin wall quá mỏng khi phay có thể gây gì?,Rung/biến dạng,Tăng độ cứng,Không ảnh hưởng,Tăng dung sai tự động,A,Vách mỏng dễ biến dạng và rung.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
202,F. Gia công CNC & DFM,DFM,Intermediate,Đặt datum chức năng phù hợp với cách gá giúp gì?,"Giảm sai lệch giữa thiết kế, gia công và kiểm tra",Tăng màu,Đổi material,Xóa tolerance,A,Datum chức năng tốt hỗ trợ nhất quán trong sản xuất/đo.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
203,F. Gia công CNC & DFM,CNC,Intermediate,Workholding có mục đích chính gì?,Giữ và định vị phôi ổn định,Đo Ra,Tạo revision,Tạo PMI,A,Workholding giữ phôi trong quá trình gia công.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
204,F. Gia công CNC & DFM,CNC,Intermediate,Zero/work coordinate system dùng để làm gì?,Thiết lập hệ tọa độ gia công,Xác định vật liệu,Đo độ cứng,Xác định revision,A,WCS là cơ sở tọa độ cho chương trình.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
205,F. Gia công CNC & DFM,CNC,Intermediate,Coolant có thể hỗ trợ gì?,"Làm mát, bôi trơn và hỗ trợ thoát phoi tùy quy trình",Tạo datum,Thay dung sai,Đổi vật liệu,A,Coolant có nhiều vai trò trong cắt gọt.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
206,F. Gia công CNC & DFM,CNC,Intermediate,Tool length offset dùng để làm gì?,Bù chiều dài dao,Bù vật liệu,Bù Ra,Đổi revision,A,Tool length offset bù chiều dài dao trong hệ điều khiển.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
207,F. Gia công CNC & DFM,CNC,Intermediate,Wear offset thường dùng để làm gì?,Bù sai lệch nhỏ do mòn dao/quá trình,Thay drawing,Tạo MBD,Đổi material,A,Wear compensation giúp giữ kích thước.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
208,F. Gia công CNC & DFM,DFM,Intermediate,"Nếu yêu cầu Ra rất thấp trên toàn bộ bề mặt nhưng chức năng không cần, vấn đề là gì?",Có thể làm tăng chi phí không cần thiết,Luôn tốt,Không ảnh hưởng,Tăng độ bền chắc chắn,A,Yêu cầu bề mặt nên phù hợp chức năng.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
209,F. Gia công CNC & DFM,DFM,Intermediate,Tolerance stack-up nên được xem xét khi nào?,Ngay trong thiết kế các kích thước chức năng,Chỉ sau khi NG,Chỉ khi audit,Không cần,A,Stack-up nên được phân tích sớm.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
210,F. Gia công CNC & DFM,CNC,Intermediate,Một lỗ yêu cầu độ tròn chặt có thể cần quy trình nào phù hợp?,Khoan + doa hoặc quy trình tinh phù hợp tùy yêu cầu,Chỉ khoan thô luôn đủ,Chỉ cắt laser,Không cần kiểm tra,A,Doa/finishing có thể giúp đạt yêu cầu hình học/kích thước.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
211,F. Gia công CNC & DFM,DFM,Intermediate,Lỗ ren quá nhỏ và sâu có rủi ro gì?,Gãy tap và khó thoát phoi,Luôn dễ hơn,Không có,Chỉ đổi màu,A,Tap nhỏ/sâu có nguy cơ gãy và thoát phoi khó.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
212,F. Gia công CNC & DFM,Machining,Intermediate,Sharp internal corner trong chi tiết phay thường khó vì sao?,Dao phay có bán kính và không thể tạo góc trong vô hạn nhỏ,Không có dao,Chỉ do vật liệu,Chỉ do màu,A,Hình học dao giới hạn góc trong.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
213,F. Gia công CNC & DFM,CNC,Intermediate,"Sau thay đổi tool, nên kiểm soát gì?","Kích thước, bề mặt và điều kiện quá trình theo yêu cầu",Chỉ tên file,Không cần kiểm tra,Chỉ màu,A,Thay dao có thể ảnh hưởng chất lượng.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
214,F. Gia công CNC & DFM,DFM,Intermediate,Thiết kế lỗ tiêu chuẩn có lợi ích gì?,"Dễ chọn dao, gauge và quy trình hơn",Luôn giảm độ bền,Không ảnh hưởng,Không thể đo,A,Kích thước tiêu chuẩn hỗ trợ sản xuất và kiểm tra.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
215,G. Đo kiểm,Tools,Intermediate,Micrometer thường có độ phân giải tốt hơn thước cặp không?,"Có, tùy loại",Không bao giờ,Luôn bằng nhau,Chỉ đo góc,A,Panme thường dùng cho đo kích thước chính xác hơn thước cặp.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
216,G. Đo kiểm,Tools,Intermediate,Bore gauge dùng chủ yếu để đo gì?,Kích thước/biến thiên đường kính trong,Độ nhám,Độ cứng,Góc,A,Bore gauge phù hợp đánh giá lỗ và biến thiên của lỗ.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
217,G. Đo kiểm,Tools,Intermediate,Height gauge thường dùng trên gì?,Bàn máp/surface plate,Máy tiện,Lò nhiệt,Bể anodize,A,Height gauge thường làm việc cùng surface plate.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
218,G. Đo kiểm,CMM,Intermediate,CMM là viết tắt của gì?,Coordinate Measuring Machine,CNC Material Machine,Center Machining Method,Computer Milling Machine,A,CMM = Coordinate Measuring Machine.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
219,G. Đo kiểm,CMM,Intermediate,CMM có thể đo position không?,Có,Không,Chỉ Ra,Chỉ vật liệu,A,CMM có thể đánh giá position nếu thiết lập đúng.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
220,G. Đo kiểm,Calibration,Intermediate,Calibration nhằm mục đích gì?,Xác nhận mối quan hệ giữa chỉ thị của thiết bị và chuẩn/giá trị tham chiếu,Tăng tốc máy,Đổi revision,Tạo bavia,A,Hiệu chuẩn giúp xác định độ chính xác/độ lệch của thiết bị.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
221,G. Đo kiểm,MSA,Intermediate,MSA là viết tắt của gì?,Measurement System Analysis,Material Surface Approval,Machine Safety Audit,Model Size Analysis,A,MSA = Measurement System Analysis.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
222,G. Đo kiểm,GRR,Intermediate,Gage R&R đánh giá chủ yếu gì?,Repeatability và Reproducibility của hệ thống đo,Độ bền vật liệu,Tốc độ cắt,Revision,A,Gage R&R là thành phần phổ biến của MSA.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
223,G. Đo kiểm,Repeatability,Intermediate,Repeatability là gì?,Độ biến thiên khi cùng người/dụng cụ đo lặp lại trong điều kiện tương tự,Khác người đo,Khác máy,Khác vật liệu,A,Repeatability liên quan biến thiên thiết bị/phép đo lặp lại.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
224,G. Đo kiểm,Reproducibility,Intermediate,Reproducibility là gì?,Biến thiên do người vận hành/điều kiện giữa người đo,Độ nhám,Độ cứng,Kích thước nominal,A,Reproducibility phản ánh khác biệt giữa appraisers/điều kiện.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
225,G. Đo kiểm,Temperature,Intermediate,Đo chi tiết chính xác cao cần kiểm soát nhiệt độ vì sao?,Giãn nở nhiệt có thể ảnh hưởng kết quả,Đổi màu,Tạo ren,Không liên quan,A,Nhiệt độ ảnh hưởng kích thước vật và có thể cả thiết bị.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
226,G. Đo kiểm,Measurement,Intermediate,Zero error của dụng cụ có thể gây gì?,Sai lệch kết quả đo,Tăng độ cứng,Đổi material,Không ảnh hưởng,A,Sai lệch zero làm kết quả đo bị offset.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
227,G. Đo kiểm,Measurement,Intermediate,"Khi đo bề mặt cong bằng thước cặp, cần chú ý gì?",Vị trí tiếp xúc và phương đo,Chỉ màu,Revision,PMI,A,Đặt sai hướng có thể tạo sai số.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
228,G. Đo kiểm,Measurement,Intermediate,Pin gauge GO/NO-GO dùng để kiểm tra gì?,Kích thước lỗ theo giới hạn chức năng,Độ nhám trực tiếp,Màu,Độ cứng,A,Pin gauge phù hợp kiểm tra kích thước lỗ theo giới hạn.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
229,G. Đo kiểm,Inspection,Intermediate,GO gauge thường đại diện cho điều kiện nào?,Giới hạn vật liệu/chức năng theo thiết kế gauge,Revision,Độ nhám,Màu,A,GO/NO-GO gauge được thiết kế theo giới hạn kiểm tra chức năng.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
230,G. Đo kiểm,Measurement,Intermediate,"Khi CMM báo lỗi position, có nên tự sửa drawing để làm chi tiết đạt không?",Không; phải xử lý nguyên nhân và thay đổi theo quy trình,Có,Luôn được,Chỉ sửa revision,A,Drawing là yêu cầu kiểm soát; không được sửa để hợp thức hóa sản phẩm.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
231,G. Đo kiểm,Inspection,Intermediate,Sampling plan khác 100% inspection ở điểm nào?,"Sampling kiểm tra một phần theo kế hoạch, 100% kiểm tra toàn bộ",Giống nhau,Sampling luôn chính xác hơn,100% không cần tiêu chuẩn,A,Đây là khác biệt cơ bản về phạm vi kiểm tra.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
232,G. Đo kiểm,Measurement,Intermediate,Resolution của dụng cụ là gì?,Mức thay đổi nhỏ nhất mà dụng cụ hiển thị/phân biệt theo đặc tính của nó,Độ chính xác tuyệt đối,Độ nhám,Độ cứng,A,Resolution không đồng nghĩa với accuracy.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
233,G. Đo kiểm,Measurement,Intermediate,Accuracy và precision có giống nhau không?,Không,Có,Luôn bằng nhau,Chỉ khác tên,A,Accuracy liên quan độ gần giá trị đúng; precision liên quan độ lặp lại/độ phân tán.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
234,H. Xử lý bề mặt,Anodize,Intermediate,White anodize là gì?,Anodizing nhôm với yêu cầu màu trắng theo specification,Mạ kẽm thép,Passivation inox,Sơn bắt buộc,A,White anodize là xử lý anodize tạo appearance màu trắng theo yêu cầu.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
235,H. Xử lý bề mặt,Anodize,Intermediate,Anodizing có thể làm thay đổi kích thước không?,Có,Không bao giờ,Chỉ đổi vật liệu,Chỉ đổi revision,A,Lớp oxide phát triển trên/ở trong bề mặt và có thể ảnh hưởng kích thước.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
236,H. Xử lý bề mặt,Anodize,Intermediate,Màu anodize có thể thay đổi theo yếu tố nào?,"Hợp kim, xử lý bề mặt, điều kiện anodize và dye/sealing",Chỉ đường kính,Chỉ revision,Không yếu tố nào,A,Màu phụ thuộc nhiều biến quy trình.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
237,H. Xử lý bề mặt,Passivation,Intermediate,Passivation khác anodize ở điểm nào?,Passivation phổ biến cho inox; anodize phổ biến cho nhôm,Hai quá trình luôn giống nhau,Anodize chỉ cho thép,Passivation chỉ cho nhôm,A,Hai xử lý có cơ chế và vật liệu ứng dụng khác nhau.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
238,H. Xử lý bề mặt,Surface,Intermediate,Ra 0.8 có yêu cầu bề mặt chặt hơn Ra 3.2 không?,Có,Không,Luôn giống,Không thể so,A,Giá trị Ra nhỏ hơn thường biểu thị bề mặt mịn hơn.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
239,H. Xử lý bề mặt,Surface,Intermediate,Grinding marks có thể ảnh hưởng điều gì?,Appearance và đặc tính bề mặt,Revision,Mã vật liệu,Datum tự động,A,Vết mài có thể ảnh hưởng ngoại quan và roughness.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
240,H. Xử lý bề mặt,Cleaning,Intermediate,Cleaning trước xử lý bề mặt có mục đích gì?,Loại dầu/bẩn và chuẩn bị bề mặt,Tăng kích thước,Đổi material,Tạo datum,A,Làm sạch giúp xử lý bề mặt ổn định.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
241,H. Xử lý bề mặt,Surface,Intermediate,"Nếu khách hàng chỉ định surface treatment, có nên tự thay bằng xử lý tương đương?",Không nếu chưa được phê duyệt,Có,Luôn được,Chỉ cần báo miệng,A,Surface treatment có thể ảnh hưởng chức năng và appearance.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
242,H. Xử lý bề mặt,Surface,Intermediate,Appearance inspection bằng mẫu chuẩn có lợi ích gì?,So sánh trực quan nhất quán với tiêu chuẩn/mẫu,Thay toàn bộ đo kích thước,Thay GD&T,Xác định tensile strength,A,Mẫu chuẩn hỗ trợ đánh giá appearance.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
243,H. Xử lý bề mặt,Surface,Intermediate,"Nếu hai lot anodize có màu khác nhau, nên xem xét gì?",Điều kiện vật liệu và quy trình giữa các lot,Chỉ revision,Chỉ kích thước,Không cần điều tra,A,"Màu có thể biến đổi do hợp kim, pretreatment và điều kiện anodize.",technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
244,I. CAD / 3D Modeling,3D CAD,Intermediate,Solid model là gì?,Mô hình 3D có thông tin hình học tạo thành vật thể,Ảnh bitmap,Chỉ drawing 2D,Chỉ PDF,A,Solid model biểu diễn hình học 3D của vật thể.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
245,I. CAD / 3D Modeling,CAD,Intermediate,Parametric modeling có ưu điểm gì?,Quan hệ và kích thước có thể điều khiển bằng tham số/feature,Không thể sửa,Chỉ tạo mesh,Chỉ dùng PDF,A,Parametric CAD cho phép cập nhật mô hình theo quan hệ thiết kế.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
246,I. CAD / 3D Modeling,CAD,Intermediate,Feature tree dùng để làm gì?,Quản lý lịch sử/các feature của mô hình,Đo Ra trực tiếp,Quản lý nhân sự,Lưu audit,A,Feature tree thể hiện các bước/feature tạo mô hình.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
247,I. CAD / 3D Modeling,CAD,Intermediate,Pattern feature dùng để làm gì?,Tạo các bản sao theo quy luật,Đổi material,Đo CMM,Tạo revision,A,Pattern tạo nhiều instance theo linear/circular pattern...,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
248,I. CAD / 3D Modeling,CAD,Intermediate,Assembly constraint dùng để làm gì?,Xác định quan hệ/vị trí tương đối giữa các component,Tạo Ra,Đổi vật liệu,Tạo FAI,A,Assembly constraints định vị component.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
249,I. CAD / 3D Modeling,CAD,Intermediate,STEP file chủ yếu là gì?,Định dạng trao đổi dữ liệu CAD theo tiêu chuẩn STEP,Ảnh,File âm thanh,Database nhân sự,A,STEP là định dạng trao đổi dữ liệu sản phẩm.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
250,I. CAD / 3D Modeling,CAD,Intermediate,Export CAD sang định dạng khác có thể gây gì?,Mất/biến đổi một số feature hoặc thông tin tùy định dạng,Luôn giữ 100%,Không bao giờ lỗi,Tự tạo revision,A,Khả năng trao đổi phụ thuộc định dạng và dữ liệu.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
