no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
186,E. Vật liệu cơ khí,Aluminum,Intermediate,Nhôm và thép tiếp xúc trực tiếp trong môi trường ẩm có thể cần xem xét gì?,Ăn mòn điện hóa,Thành phần hợp kim,Chỉ dung sai,Không cần gì,A,Cặp vật liệu khác nhau có thể gây galvanic corrosion.,corrosion = ăn mòn
187,E. Vật liệu cơ khí,Surface,Intermediate,Surface treatment specification nên được kiểm soát như thế nào?,Theo yêu cầu bản vẽ/spec và revision kiểm soát,Tự thay đổi theo nhà cung cấp,Không cần revision,Chỉ bằng ảnh,A,Xử lý bề mặt là yêu cầu kỹ thuật cần kiểm soát.,material = vật liệu; alloy = hợp kim; property = tính chất
188,E. Vật liệu cơ khí,Material substitution,Intermediate,Có được tự ý thay vật liệu tương đương không?,Không nếu chưa được phê duyệt khi vật liệu là yêu cầu thiết kế/khách hàng,Thành phần hợp kim,Chỉ cần nói miệng,Không cần ghi lại,A,Thay vật liệu có thể ảnh hưởng chức năng và phải theo quy trình.,material = vật liệu; alloy = hợp kim; property = tính chất
189,E. Vật liệu cơ khí,Surface,Intermediate,Độ bóng và độ nhám có giống nhau hoàn toàn không?,Không,Có,Thành phần hợp kim,Không liên quan bề mặt,A,Gloss và roughness là các đặc tính khác nhau.,roughness = độ nhám
190,E. Vật liệu cơ khí,Machining,Intermediate,Vật liệu mềm hơn có luôn dễ gia công hơn không?,"Không; còn phụ thuộc độ dẻo, xu hướng dính dao, nhiệt và điều kiện cắt",Thành phần hợp kim,Chỉ phụ thuộc độ cứng,Không thể gia công,A,Khả năng gia công phụ thuộc nhiều yếu tố vật liệu và quy trình.,material = vật liệu; alloy = hợp kim; property = tính chất
191,F. Gia công CNC & DFM,CNC,Intermediate,G-code trong CNC dùng chủ yếu để làm gì?,Điều khiển chuyển động/chức năng máy theo chương trình,Đo độ nhám,Đọc material cert,Quản lý revision,A,G-code chứa lệnh điều khiển máy.,CNC = điều khiển số máy tính
192,F. Gia công CNC & DFM,CNC,Intermediate,SFM/ cutting speed liên quan đến gì?,Tốc độ cắt tại vùng tiếp xúc dao-phôi,Độ nhám duy nhất,Dung sai bản vẽ,Độ cứng,A,Cutting speed là tốc độ tương đối tại vùng cắt.,cutting speed = tốc độ cắt
193,F. Gia công CNC & DFM,CNC,Intermediate,Feed rate là gì?,Tốc độ tiến dao,Tốc độ trục chính duy nhất,Độ nhám,Độ phẳng,A,Feed rate là tốc độ dịch chuyển của dao/phôi theo hướng tiến dao.,feed rate = tốc độ chạy dao
194,F. Gia công CNC & DFM,CNC,Intermediate,Spindle speed thường ký hiệu gì?,RPM,Ra,MMC,Cpk,A,RPM là vòng/phút của spindle.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
195,F. Gia công CNC & DFM,CNC,Intermediate,Tool wear có thể gây gì?,"Sai kích thước, bề mặt xấu và bavia",Tăng độ chính xác vô hạn,Tốc độ cắt và lượng chạy dao,Đổi vật liệu,A,Mòn dao ảnh hưởng chất lượng gia công.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
196,F. Gia công CNC & DFM,CNC,Intermediate,Climb milling và conventional milling khác nhau chủ yếu ở gì?,Hướng tương đối giữa chuyển động dao và feed tại vùng cắt,Vật liệu,Revision,Datum,A,Hai phương pháp khác nhau về hướng chuyển động tương đối.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
197,F. Gia công CNC & DFM,CNC,Intermediate,Deep pocket khó gia công có thể gặp vấn đề gì?,"Rung, thoát phoi kém, dao dài và sai số",Không có vấn đề,Tốc độ cắt và lượng chạy dao,Chỉ đổi màu,A,Pocket sâu tăng yêu cầu về độ cứng dao và thoát phoi.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
198,F. Gia công CNC & DFM,DFM,Intermediate,Góc trong pocket phay bằng dao tròn có thể đạt góc vuông tuyệt đối không?,Không với dao phay tròn thông thường,Tốc độ cắt và lượng chạy dao,Chỉ bằng mắt,Không phụ thuộc dao,A,Bán kính dao tạo internal corner radius.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
199,F. Gia công CNC & DFM,DFM,Intermediate,Thiết kế corner radius hợp lý giúp gì?,Giảm khó khăn gia công và tăng khả năng dùng dao tiêu chuẩn,Tốc độ cắt và lượng chạy dao,Tuổi thọ dao,Xóa datum,A,Corner radius phù hợp DFM.,DFM = thiết kế thuận lợi cho chế tạo
200,F. Gia công CNC & DFM,DFM,Intermediate,Lỗ quá sâu so với đường kính có thể gây gì?,Khó thoát phoi và khó giữ độ chính xác,Tốc độ cắt và lượng chạy dao,Không cần coolant,Tăng độ cứng,A,Tỷ lệ sâu/đường kính cao làm gia công khó.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
201,F. Gia công CNC & DFM,DFM,Intermediate,Thin wall quá mỏng khi phay có thể gây gì?,Rung/biến dạng,Tăng độ cứng,Tốc độ cắt và lượng chạy dao,Tăng dung sai tự động,A,Vách mỏng dễ biến dạng và rung.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
202,F. Gia công CNC & DFM,DFM,Intermediate,Đặt datum chức năng phù hợp với cách gá giúp gì?,"Giảm sai lệch giữa thiết kế, gia công và kiểm tra",Tăng màu,Đổi material,Xóa tolerance,A,Datum chức năng tốt hỗ trợ nhất quán trong sản xuất/đo.,datum = chuẩn
203,F. Gia công CNC & DFM,CNC,Intermediate,Workholding có mục đích chính gì?,Giữ và định vị phôi ổn định,Đo Ra,Tạo revision,Tạo PMI,A,Workholding giữ phôi trong quá trình gia công.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
204,F. Gia công CNC & DFM,CNC,Intermediate,Zero/work coordinate system dùng để làm gì?,Thiết lập hệ tọa độ gia công,Xác định vật liệu,Đo độ cứng,Xác định revision,A,WCS là cơ sở tọa độ cho chương trình.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
205,F. Gia công CNC & DFM,CNC,Intermediate,Coolant có thể hỗ trợ gì?,"Làm mát, bôi trơn và hỗ trợ thoát phoi tùy quy trình",Tạo datum,Thay dung sai,Đổi vật liệu,A,Coolant có nhiều vai trò trong cắt gọt.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
206,F. Gia công CNC & DFM,CNC,Intermediate,Tool length offset dùng để làm gì?,Bù chiều dài dao,Bù vật liệu,Bù Ra,Đổi revision,A,Tool length offset bù chiều dài dao trong hệ điều khiển.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
207,F. Gia công CNC & DFM,CNC,Intermediate,Wear offset thường dùng để làm gì?,Bù sai lệch nhỏ do mòn dao/quá trình,Thay drawing,Tạo MBD,Đổi material,A,Wear compensation giúp giữ kích thước.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
208,F. Gia công CNC & DFM,DFM,Intermediate,"Nếu yêu cầu Ra rất thấp trên toàn bộ bề mặt nhưng chức năng không cần, vấn đề là gì?",Có thể làm tăng chi phí không cần thiết,Tốc độ cắt và lượng chạy dao,Tuổi thọ dao,Tăng độ bền chắc chắn,A,Yêu cầu bề mặt nên phù hợp chức năng.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
209,F. Gia công CNC & DFM,DFM,Intermediate,Tolerance stack-up nên được xem xét khi nào?,Ngay trong thiết kế các kích thước chức năng,Chỉ sau khi NG,Chỉ khi audit,Không cần,A,Stack-up nên được phân tích sớm.,tolerance = dung sai kích thước; stack-up = tích lũy dung sai
210,F. Gia công CNC & DFM,CNC,Intermediate,Một lỗ yêu cầu độ tròn chặt có thể cần quy trình nào phù hợp?,Khoan + doa hoặc quy trình tinh phù hợp tùy yêu cầu,Chỉ khoan thô luôn đủ,Chỉ cắt laser,Không cần kiểm tra,A,Doa/finishing có thể giúp đạt yêu cầu hình học/kích thước.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
211,F. Gia công CNC & DFM,DFM,Intermediate,Lỗ ren quá nhỏ và sâu có rủi ro gì?,Gãy tap và khó thoát phoi,Tốc độ cắt và lượng chạy dao,Không có,Chỉ đổi màu,A,Tap nhỏ/sâu có nguy cơ gãy và thoát phoi khó.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
212,F. Gia công CNC & DFM,Machining,Intermediate,Sharp internal corner trong chi tiết phay thường khó vì sao?,Dao phay có bán kính và không thể tạo góc trong vô hạn nhỏ,Không có dao,Chỉ do vật liệu,Chỉ do màu,A,Hình học dao giới hạn góc trong.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
213,F. Gia công CNC & DFM,CNC,Intermediate,"Sau thay đổi tool, nên kiểm soát gì?","Kích thước, bề mặt và điều kiện quá trình theo yêu cầu",Tốc độ cắt và lượng chạy dao,Không cần kiểm tra,Tuổi thọ dao,A,Thay dao có thể ảnh hưởng chất lượng.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
214,F. Gia công CNC & DFM,DFM,Intermediate,Thiết kế lỗ tiêu chuẩn có lợi ích gì?,"Dễ chọn dao, gauge và quy trình hơn",Tốc độ cắt và lượng chạy dao,Tuổi thọ dao,Không thể đo,A,Kích thước tiêu chuẩn hỗ trợ sản xuất và kiểm tra.,CNC = điều khiển số; machining = gia công; DFM = thiết kế thuận lợi cho chế tạo
215,G. Đo kiểm,Tools,Intermediate,Micrometer thường có độ phân giải tốt hơn thước cặp không?,"Có, tùy loại",Hiệu chuẩn dụng cụ đo,Điều kiện nhiệt độ đo,Chỉ đo góc,A,Panme thường dùng cho đo kích thước chính xác hơn thước cặp.,inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
216,G. Đo kiểm,Tools,Intermediate,Bore gauge dùng chủ yếu để đo gì?,Kích thước/biến thiên đường kính trong,Độ nhám,Độ cứng,Góc,A,Bore gauge phù hợp đánh giá lỗ và biến thiên của lỗ.,inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
217,G. Đo kiểm,Tools,Intermediate,Height gauge thường dùng trên gì?,Bàn máp/surface plate,Máy tiện,Lò nhiệt,Bể anodize,A,Height gauge thường làm việc cùng surface plate.,inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
218,G. Đo kiểm,CMM,Intermediate,CMM là viết tắt của gì?,Coordinate Measuring Machine,CNC Material Machine,Center Machining Method,Computer Milling Machine,A,CMM = Coordinate Measuring Machine.,CMM = máy đo tọa độ
219,G. Đo kiểm,CMM,Intermediate,CMM có thể đo position không?,Có,Không,Chỉ Ra,Hiệu chuẩn dụng cụ đo,A,CMM có thể đánh giá position nếu thiết lập đúng.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
220,G. Đo kiểm,Calibration,Intermediate,Calibration nhằm mục đích gì?,Xác nhận mối quan hệ giữa chỉ thị của thiết bị và chuẩn/giá trị tham chiếu,Tăng tốc máy,Đổi revision,Tạo bavia,A,Hiệu chuẩn giúp xác định độ chính xác/độ lệch của thiết bị.,calibration = hiệu chuẩn
221,G. Đo kiểm,MSA,Intermediate,MSA là viết tắt của gì?,Measurement System Analysis,Material Surface Approval,Machine Safety Audit,Model Size Analysis,A,MSA = Measurement System Analysis.,inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
222,G. Đo kiểm,GRR,Intermediate,Gage R&R đánh giá chủ yếu gì?,Repeatability và Reproducibility của hệ thống đo,Độ bền vật liệu,Tốc độ cắt,Revision,A,Gage R&R là thành phần phổ biến của MSA.,gage = dụng cụ kiểm tra
223,G. Đo kiểm,Repeatability,Intermediate,Repeatability là gì?,Độ biến thiên khi cùng người/dụng cụ đo lặp lại trong điều kiện tương tự,Khác người đo,Khác máy,Khác vật liệu,A,Repeatability liên quan biến thiên thiết bị/phép đo lặp lại.,inspection = kiểm tra; measurement = đo lường; calibration = hiệu chuẩn
224,G. Đo kiểm,Reproducibility,Intermediate,Reproducibility là gì?,Biến thiên do người vận hành/điều kiện giữa người đo,Độ nhám,Độ cứng,Kích thước nominal,A,Reproducibility phản ánh khác biệt giữa appraisers/điều kiện.,inspection = kiểm tra; measurement = đo lường; calibration = hiệu chuẩn
225,G. Đo kiểm,Temperature,Intermediate,Đo chi tiết chính xác cao cần kiểm soát nhiệt độ vì sao?,Giãn nở nhiệt có thể ảnh hưởng kết quả,Đổi màu,Tạo ren,Không liên quan,A,Nhiệt độ ảnh hưởng kích thước vật và có thể cả thiết bị.,inspection = kiểm tra; measurement = đo lường; calibration = hiệu chuẩn
226,G. Đo kiểm,Measurement,Intermediate,Zero error của dụng cụ có thể gây gì?,Sai lệch kết quả đo,Tăng độ cứng,Đổi material,Hiệu chuẩn dụng cụ đo,A,Sai lệch zero làm kết quả đo bị offset.,inspection = kiểm tra; measurement = đo lường; calibration = hiệu chuẩn
227,G. Đo kiểm,Measurement,Intermediate,"Khi đo bề mặt cong bằng thước cặp, cần chú ý gì?",Vị trí tiếp xúc và phương đo,Hiệu chuẩn dụng cụ đo,Revision,PMI,A,Đặt sai hướng có thể tạo sai số.,inspection = kiểm tra; measurement = đo lường; calibration = hiệu chuẩn
228,G. Đo kiểm,Measurement,Intermediate,Pin gauge GO/NO-GO dùng để kiểm tra gì?,Kích thước lỗ theo giới hạn chức năng,Độ nhám trực tiếp,Màu,Độ cứng,A,Pin gauge phù hợp kiểm tra kích thước lỗ theo giới hạn.,inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
229,G. Đo kiểm,Inspection,Intermediate,GO gauge thường đại diện cho điều kiện nào?,Giới hạn vật liệu/chức năng theo thiết kế gauge,Revision,Độ nhám,Màu,A,GO/NO-GO gauge được thiết kế theo giới hạn kiểm tra chức năng.,inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
230,G. Đo kiểm,Measurement,Intermediate,"Khi CMM báo lỗi position, có nên tự sửa drawing để làm chi tiết đạt không?",Không; phải xử lý nguyên nhân và thay đổi theo quy trình,Có,Hiệu chuẩn dụng cụ đo,Chỉ sửa revision,A,Drawing là yêu cầu kiểm soát; không được sửa để hợp thức hóa sản phẩm.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
231,G. Đo kiểm,Inspection,Intermediate,Sampling plan khác 100% inspection ở điểm nào?,"Sampling kiểm tra một phần theo kế hoạch, 100% kiểm tra toàn bộ",Giống nhau,Sampling luôn chính xác hơn,100% không cần tiêu chuẩn,A,Đây là khác biệt cơ bản về phạm vi kiểm tra.,inspection = kiểm tra
232,G. Đo kiểm,Measurement,Intermediate,Resolution của dụng cụ là gì?,Mức thay đổi nhỏ nhất mà dụng cụ hiển thị/phân biệt theo đặc tính của nó,Độ chính xác tuyệt đối,Độ nhám,Độ cứng,A,Resolution không đồng nghĩa với accuracy.,inspection = kiểm tra; measurement = đo lường; calibration = hiệu chuẩn
233,G. Đo kiểm,Measurement,Intermediate,Accuracy và precision có giống nhau không?,Không,Có,Hiệu chuẩn dụng cụ đo,Chỉ khác tên,A,Accuracy liên quan độ gần giá trị đúng; precision liên quan độ lặp lại/độ phân tán.,inspection = kiểm tra; measurement = đo lường; calibration = hiệu chuẩn
234,H. Xử lý bề mặt,Anodize,Intermediate,White anodize là gì?,Anodizing nhôm với yêu cầu màu trắng theo specification,Mạ kẽm thép,Passivation inox,Sơn bắt buộc,A,White anodize là xử lý anodize tạo appearance màu trắng theo yêu cầu.,surface treatment = xử lý bề mặt; roughness = độ nhám; anodizing = anod hóa
235,H. Xử lý bề mặt,Anodize,Intermediate,Anodizing có thể làm thay đổi kích thước không?,Có,Độ nhám bề mặt,Chỉ đổi vật liệu,Chỉ đổi revision,A,Lớp oxide phát triển trên/ở trong bề mặt và có thể ảnh hưởng kích thước.,anodizing = anod hóa
236,H. Xử lý bề mặt,Anodize,Intermediate,Màu anodize có thể thay đổi theo yếu tố nào?,"Hợp kim, xử lý bề mặt, điều kiện anodize và dye/sealing",Chỉ đường kính,Độ nhám bề mặt,Không yếu tố nào,A,Màu phụ thuộc nhiều biến quy trình.,surface treatment = xử lý bề mặt; roughness = độ nhám; anodizing = anod hóa
237,H. Xử lý bề mặt,Passivation,Intermediate,Passivation khác anodize ở điểm nào?,Passivation phổ biến cho inox; anodize phổ biến cho nhôm,Hai quá trình luôn giống nhau,Anodize chỉ cho thép,Passivation chỉ cho nhôm,A,Hai xử lý có cơ chế và vật liệu ứng dụng khác nhau.,passivation = thụ động hóa
238,H. Xử lý bề mặt,Surface,Intermediate,Ra 0.8 có yêu cầu bề mặt chặt hơn Ra 3.2 không?,Có,Không,Độ nhám bề mặt,Không thể so,A,Giá trị Ra nhỏ hơn thường biểu thị bề mặt mịn hơn.,surface treatment = xử lý bề mặt; roughness = độ nhám; coating = lớp phủ
239,H. Xử lý bề mặt,Surface,Intermediate,Grinding marks có thể ảnh hưởng điều gì?,Appearance và đặc tính bề mặt,Revision,Mã vật liệu,Datum tự động,A,Vết mài có thể ảnh hưởng ngoại quan và roughness.,roughness = độ nhám
240,H. Xử lý bề mặt,Cleaning,Intermediate,Cleaning trước xử lý bề mặt có mục đích gì?,Loại dầu/bẩn và chuẩn bị bề mặt,Tăng kích thước,Đổi material,Tạo datum,A,Làm sạch giúp xử lý bề mặt ổn định.,surface treatment = xử lý bề mặt; roughness = độ nhám; coating = lớp phủ
241,H. Xử lý bề mặt,Surface,Intermediate,"Nếu khách hàng chỉ định surface treatment, có nên tự thay bằng xử lý tương đương?",Không nếu chưa được phê duyệt,Có,Độ nhám bề mặt,Chỉ cần báo miệng,A,Surface treatment có thể ảnh hưởng chức năng và appearance.,surface treatment = xử lý bề mặt; roughness = độ nhám; coating = lớp phủ
242,H. Xử lý bề mặt,Surface,Intermediate,Appearance inspection bằng mẫu chuẩn có lợi ích gì?,So sánh trực quan nhất quán với tiêu chuẩn/mẫu,Thay toàn bộ đo kích thước,Thay GD&T,Xác định tensile strength,A,Mẫu chuẩn hỗ trợ đánh giá appearance.,inspection = kiểm tra
243,H. Xử lý bề mặt,Surface,Intermediate,"Nếu hai lot anodize có màu khác nhau, nên xem xét gì?",Điều kiện vật liệu và quy trình giữa các lot,Độ nhám bề mặt,Chỉ kích thước,Không cần điều tra,A,"Màu có thể biến đổi do hợp kim, pretreatment và điều kiện anodize.",surface treatment = xử lý bề mặt; roughness = độ nhám; anodizing = anod hóa
244,I. CAD / 3D Modeling,3D CAD,Intermediate,Solid model là gì?,Mô hình 3D có thông tin hình học tạo thành vật thể,Ảnh bitmap,Chỉ drawing 2D,Chỉ PDF,A,Solid model biểu diễn hình học 3D của vật thể.,CAD = thiết kế có sự hỗ trợ của máy tính; feature = đặc tính; modeling = tạo mô hình
245,I. CAD / 3D Modeling,CAD,Intermediate,Parametric modeling có ưu điểm gì?,Quan hệ và kích thước có thể điều khiển bằng tham số/feature,Không thể sửa,Chỉ tạo mesh,Chỉ dùng PDF,A,Parametric CAD cho phép cập nhật mô hình theo quan hệ thiết kế.,CAD = thiết kế có sự hỗ trợ của máy tính; feature = đặc tính; modeling = tạo mô hình
246,I. CAD / 3D Modeling,CAD,Intermediate,Feature tree dùng để làm gì?,Quản lý lịch sử/các feature của mô hình,Đo Ra trực tiếp,Quản lý nhân sự,Lưu audit,A,Feature tree thể hiện các bước/feature tạo mô hình.,CAD = thiết kế có sự hỗ trợ của máy tính; feature = đặc tính; modeling = tạo mô hình
247,I. CAD / 3D Modeling,CAD,Intermediate,Pattern feature dùng để làm gì?,Tạo các bản sao theo quy luật,Đổi material,Đo CMM,Tạo revision,A,Pattern tạo nhiều instance theo linear/circular pattern...,CAD = thiết kế có sự hỗ trợ của máy tính; feature = đặc tính; modeling = tạo mô hình
248,I. CAD / 3D Modeling,CAD,Intermediate,Assembly constraint dùng để làm gì?,Xác định quan hệ/vị trí tương đối giữa các component,Tạo Ra,Đổi vật liệu,Tạo FAI,A,Assembly constraints định vị component.,CAD = thiết kế có sự hỗ trợ của máy tính; feature = đặc tính; modeling = tạo mô hình
249,I. CAD / 3D Modeling,CAD,Intermediate,STEP file chủ yếu là gì?,Định dạng trao đổi dữ liệu CAD theo tiêu chuẩn STEP,Ảnh,File âm thanh,Database nhân sự,A,STEP là định dạng trao đổi dữ liệu sản phẩm.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
250,I. CAD / 3D Modeling,CAD,Intermediate,Export CAD sang định dạng khác có thể gây gì?,Mất/biến đổi một số feature hoặc thông tin tùy định dạng,PMI và datum,Customer part number và revision,Authority data,A,Khả năng trao đổi phụ thuộc định dạng và dữ liệu.,CAD = thiết kế có sự hỗ trợ của máy tính; feature = đặc tính; modeling = tạo mô hình
251,I. CAD / 3D Modeling,CAD,Intermediate,Healing geometry dùng để làm gì?,Sửa/khắc phục vấn đề hình học khi trao đổi hoặc mô hình hóa,Đổi vật liệu,Tạo PMI,Đo độ cứng,A,Healing giúp xử lý lỗi topology/gaps...,CAD = thiết kế có sự hỗ trợ của máy tính; feature = đặc tính; modeling = tạo mô hình
252,I. CAD / 3D Modeling,CAD,Intermediate,Compare 3D model dùng để làm gì?,Phát hiện khác biệt hình học giữa hai phiên bản/mô hình,Đo Ra,Tạo ren,Đổi revision tự động,A,3D comparison hỗ trợ kiểm tra thay đổi hình học.,CAD = thiết kế có sự hỗ trợ của máy tính; feature = đặc tính; modeling = tạo mô hình
253,I. CAD / 3D Modeling,CAD,Intermediate,"Khi derivative model được tạo từ customer master, điều quan trọng là gì?",Traceability về master part/revision và kiểm soát thay đổi,PMI và datum,Sửa master tự do,Không cần lưu revision,A,Derivative data cần truy xuất được nguồn và revision.,derivative data = dữ liệu phái sinh
254,J. MBD / 3D PDF / PMI,MBD,Advanced,MBD là viết tắt của gì?,Model Based Definition,Machine Based Drawing,Material Based Data,Model Basic Dimension,A,MBD = Model Based Definition.,MBD = định nghĩa dựa trên model
255,J. MBD / 3D PDF / PMI,MBD,Advanced,Mục tiêu chính của MBD là gì?,Dùng mô hình 3D và thông tin sản phẩm liên quan làm nguồn định nghĩa sản phẩm thay vì phụ thuộc hoàn toàn vào drawing 2D,Chỉ tạo ảnh 3D,Thay CNC bằng PDF,Chỉ giảm dung lượng file,A,MBD đưa product definition vào mô hình và PMI/dữ liệu liên quan.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm
256,J. MBD / 3D PDF / PMI,PMI,Advanced,PMI là viết tắt của gì?,Product Manufacturing Information,Product Material Index,Process Measurement Instruction,Part Model Input,A,PMI = Product Manufacturing Information.,PMI = thông tin sản xuất sản phẩm
257,J. MBD / 3D PDF / PMI,PMI,Advanced,PMI có thể bao gồm gì?,"Kích thước, GD&T, datum, surface finish, notes và yêu cầu sản xuất/kiểm tra",PMI và datum,Customer part number và revision,Authority data,A,PMI có thể chứa nhiều thông tin định nghĩa sản phẩm.,PMI = thông tin sản xuất sản phẩm
258,J. MBD / 3D PDF / PMI,3D PDF,Advanced,3D PDF có thể dùng để làm gì trong MBD?,Hiển thị mô hình 3D và PMI/annotation trong tài liệu dễ chia sẻ,Chỉ lưu ảnh 2D,Chỉ lập trình CNC,Thay CMM,A,3D PDF có thể là một phương tiện phân phối product definition.,MBD = định nghĩa dựa trên model
259,J. MBD / 3D PDF / PMI,3D PDF,Advanced,"Nếu 3D PDF chứa PMI, người dùng có thể xem gì?","Kích thước, GD&T, datum và các annotation được xuất vào PDF",Chỉ hình dáng,Chỉ material cert,PMI và datum,A,PMI hiển thị phụ thuộc nội dung được tác giả đưa vào file.,PMI = thông tin sản xuất sản phẩm
260,J. MBD / 3D PDF / PMI,STEP,Advanced,STEP trong trao đổi CAD chủ yếu phục vụ gì?,Trao đổi hình học và dữ liệu sản phẩm giữa hệ CAD,Thay PDF hoàn toàn,Chỉ lưu ảnh,Chỉ lưu email,A,STEP là tiêu chuẩn trao đổi dữ liệu sản phẩm.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
261,J. MBD / 3D PDF / PMI,STEP AP214,Advanced,AP214 liên quan đến gì?,Một application protocol trong STEP cho dữ liệu core/product information và trao đổi CAD theo phạm vi tiêu chuẩn,Một loại dao,Một loại vật liệu,Một kiểu CMM,A,AP214 là một application protocol của ISO 10303.,technical term = thuật ngữ kỹ thuật
262,J. MBD / 3D PDF / PMI,Authority dataset,Advanced,Authority dataset trong MBD có ý nghĩa gì?,Bộ dữ liệu được xác định là nguồn có thẩm quyền để định nghĩa sản phẩm theo quy định dự án,File cá nhân chưa kiểm soát,Ảnh chụp màn hình,File tạm,A,Authority data phải được xác định và kiểm soát.,MBD = định nghĩa dựa trên model; authority data = dữ liệu có thẩm quyền
263,J. MBD / 3D PDF / PMI,MBD,Advanced,"Nếu 3D model là authority geometry, có được tự ý thay đổi geometry không?","Không, nếu không có quyền/qui trình thay đổi được phê duyệt",Có,PMI và datum,Chỉ cần đổi tên,A,Master/authority data phải được bảo vệ khỏi thay đổi trái phép.,authority data = dữ liệu có thẩm quyền
264,J. MBD / 3D PDF / PMI,PMI,Advanced,Semantic PMI là gì?,PMI có cấu trúc/ngữ nghĩa máy có thể đọc để hiểu ý nghĩa kỹ thuật,PMI chỉ là ảnh,PMI không có dữ liệu,PMI là màu,A,Semantic PMI mang ý nghĩa dữ liệu có cấu trúc.,PMI = thông tin sản xuất sản phẩm
265,J. MBD / 3D PDF / PMI,PMI,Advanced,Graphical PMI khác semantic PMI cơ bản ở đâu?,Graphical chủ yếu biểu diễn trực quan; semantic có thông tin có cấu trúc để phần mềm hiểu,Hai cái luôn giống,Graphical không nhìn thấy,Semantic chỉ là ảnh,A,Semantic PMI hỗ trợ downstream automation tốt hơn.,PMI = thông tin sản xuất sản phẩm
266,J. MBD / 3D PDF / PMI,MBD,Advanced,Một MBD dataset thiếu thông tin cần thiết để sản xuất. Nên làm gì?,Xác nhận/clarify nguồn có thẩm quyền thay vì tự suy đoán,Tự đoán,Bỏ qua,PMI và datum,A,Không nên suy diễn yêu cầu sản phẩm.,MBD = định nghĩa dựa trên model
267,J. MBD / 3D PDF / PMI,PMI,Advanced,"Nếu PMI của datum A không rõ ràng, hành động phù hợp là gì?",Xác nhận yêu cầu từ nguồn kiểm soát,Tự chọn mặt dễ gá,Xóa datum,Chỉ dùng hình học,A,Datum là yêu cầu chức năng nên phải được xác nhận.,datum = chuẩn
268,J. MBD / 3D PDF / PMI,3D PDF,Advanced,Một 3D PDF có thể chứa nhiều saved views không?,"Có, tùy phần mềm/cách xuất",PMI và datum,Chỉ một view,Chỉ 2D,A,Saved views là tính năng thường dùng để trình bày PMI theo vùng/ý định.,PMI = thông tin sản xuất sản phẩm
269,J. MBD / 3D PDF / PMI,3D PDF,Advanced,Section view trong 3D PDF giúp gì?,Quan sát cấu tạo bên trong mô hình,Tạo revision,Đo độ cứng,Đổi vật liệu,A,Section view giúp nhìn bên trong.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
270,J. MBD / 3D PDF / PMI,PMI,Advanced,"Khi PMI có nhiều view, tại sao cần kiểm tra từng view?",Đảm bảo tất cả yêu cầu/annotation cần thiết được hiển thị và không bị thiếu,Chỉ để đẹp,Không cần,Để đổi material,A,MBD phụ thuộc vào nội dung PMI được phân bố trong các view.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm
