no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
530,Gas system,Gasbox / Gas System,Cơ bản,"Nếu flow meter được lắp sau một regulator, giá trị đo phản ánh điều gì?",Lưu lượng tại vị trí đo downstream của regulator trong điều kiện vận hành đó,Áp suất tại upstream bằng mọi thời điểm,Độ nhám của tubing,Lưu lượng của mọi nhánh trong hệ thống,A,Flow meter đo lưu lượng tại chính vị trí của nó; không thể mặc định đó là lưu lượng của mọi nhánh.,pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
531,A. Kiến thức cơ khí cơ bản,Units,Basic,1 N tương đương gần nhất với đại lượng nào?,áp suất,lực,công suất,nhiệt lượng,B,Lực được đo bằng newton (N).,force = lực; torque = mô-men xoắn; pressure = áp suất
532,A. Kiến thức cơ khí cơ bản,Units,Basic,Đơn vị SI của mô-men xoắn là gì?,N/mm,Pa,W/mm,N·m,D,Mô-men xoắn dùng đơn vị N·m trong SI.,force = lực; torque = mô-men xoắn; pressure = áp suất
533,A. Kiến thức cơ khí cơ bản,Units,Basic,Đơn vị SI của áp suất là gì?,N,J,Pa,W,C,Pascal (Pa) là đơn vị SI của áp suất.,force = lực; torque = mô-men xoắn; pressure = áp suất
534,A. Kiến thức cơ khí cơ bản,Units,Basic,Đơn vị SI của công suất là gì?,W,J,N,Pa,A,Watt (W) là đơn vị SI của công suất.,force = lực; torque = mô-men xoắn; pressure = áp suất
535,A. Kiến thức cơ khí cơ bản,Units,Basic,Đơn vị SI của năng lượng là gì?,W,N·m/s,J,Pa,C,Joule (J) là đơn vị SI của năng lượng.,force = lực; torque = mô-men xoắn; pressure = áp suất
536,A. Kiến thức cơ khí cơ bản,Units,Basic,Đơn vị SI của nhiệt độ tuyệt đối là gì?,K,°F,°C,J,A,Kelvin (K) là đơn vị SI của nhiệt độ nhiệt động.,force = lực; torque = mô-men xoắn; pressure = áp suất
537,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bản vẽ cơ khí, 0.1 mm bằng bao nhiêu µm?",10 µm,0.01 µm,100 µm,1000 µm,C,1 mm = 1000 µm nên 0.1 mm = 100 µm.,force = lực; torque = mô-men xoắn; pressure = áp suất
538,A. Kiến thức cơ khí cơ bản,Units,Basic,1 inch bằng bao nhiêu mm theo quy ước cơ khí?,24.5 mm,254 mm,2.54 mm,25.4 mm,D,1 inch được quy đổi chính xác là 25.4 mm.,force = lực; torque = mô-men xoắn; pressure = áp suất
539,A. Kiến thức cơ khí cơ bản,Units,Basic,1 MPa bằng bao nhiêu N/mm²?,0.1 N/mm²,1 N/mm²,10 N/mm²,100 N/mm²,B,1 MPa = 1 N/mm².,force = lực; torque = mô-men xoắn; pressure = áp suất
540,A. Kiến thức cơ khí cơ bản,Units,Basic,1 bar xấp xỉ bằng bao nhiêu kPa?,1000 kPa,1 kPa,100 kPa,10 kPa,C,1 bar xấp xỉ 100 kPa.,force = lực; torque = mô-men xoắn; pressure = áp suất
541,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, 1 N tương đương gần nhất với đại lượng nào?",nhiệt lượng,lực,công suất,áp suất,B,Lực được đo bằng newton (N).,force = lực; torque = mô-men xoắn; pressure = áp suất
542,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Đơn vị SI của mô-men xoắn là gì?",W/mm,N·m,N/mm,Pa,B,Mô-men xoắn dùng đơn vị N·m trong SI.,force = lực; torque = mô-men xoắn; pressure = áp suất
543,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Đơn vị SI của áp suất là gì?",N,W,Pa,J,C,Pascal (Pa) là đơn vị SI của áp suất.,force = lực; torque = mô-men xoắn; pressure = áp suất
544,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Đơn vị SI của công suất là gì?",N,W,J,Pa,B,Watt (W) là đơn vị SI của công suất.,force = lực; torque = mô-men xoắn; pressure = áp suất
545,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Đơn vị SI của năng lượng là gì?",N·m/s,W,Pa,J,D,Joule (J) là đơn vị SI của năng lượng.,force = lực; torque = mô-men xoắn; pressure = áp suất
546,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Đơn vị SI của nhiệt độ tuyệt đối là gì?",J,°F,°C,K,D,Kelvin (K) là đơn vị SI của nhiệt độ nhiệt động.,force = lực; torque = mô-men xoắn; pressure = áp suất
547,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bản vẽ cơ khí, 0.1 mm bằng bao nhiêu µm?",100 µm,10 µm,0.01 µm,1000 µm,A,1 mm = 1000 µm nên 0.1 mm = 100 µm.,force = lực; torque = mô-men xoắn; pressure = áp suất
548,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, 1 inch bằng bao nhiêu mm theo quy ước cơ khí?",25.4 mm,24.5 mm,2.54 mm,254 mm,A,1 inch được quy đổi chính xác là 25.4 mm.,force = lực; torque = mô-men xoắn; pressure = áp suất
549,A. Kiến thức cơ khí cơ bản,Units,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, 1 MPa bằng bao nhiêu N/mm²?",1 N/mm²,10 N/mm²,0.1 N/mm²,100 N/mm²,A,1 MPa = 1 N/mm².,force = lực; torque = mô-men xoắn; pressure = áp suất
550,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,Mô-men xoắn được tính theo công thức cơ bản nào?,M = F / L,M = L / F,M = F + L,M = F × L,D,Mô-men bằng lực nhân với cánh tay đòn vuông góc.,force = lực; torque = mô-men xoắn; pressure = áp suất
551,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,Áp suất được tính bằng công thức nào?,p = F / A,p = F + A,p = F × A,p = A / F,A,Áp suất bằng lực tác dụng chia cho diện tích.,force = lực; torque = mô-men xoắn; pressure = áp suất
552,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,Khối lượng riêng được tính bằng công thức nào?,ρ = m + V,ρ = V / m,ρ = m / V,ρ = m × V,C,Khối lượng riêng là khối lượng chia cho thể tích.,force = lực; torque = mô-men xoắn; pressure = áp suất
553,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,Công cơ học trong trường hợp lực cùng hướng chuyển động được tính gần đúng bằng gì?,W = F × s,W = F / s,W = F + s,W = s / F,A,Công bằng lực nhân quãng đường khi lực cùng hướng chuyển động.,force = lực; torque = mô-men xoắn; pressure = áp suất
554,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,Công suất cơ học được tính bằng gì?,P = W / t,P = W + t,P = W × t,P = t / W,A,Công suất là công thực hiện trong một đơn vị thời gian.,force = lực; torque = mô-men xoắn; pressure = áp suất
555,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,Ứng suất kéo trung bình được tính bằng gì?,σ = A / F,σ = F × A,σ = F + A,σ = F / A,D,Ứng suất pháp bằng lực chia diện tích chịu lực.,force = lực; torque = mô-men xoắn; pressure = áp suất
556,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,Biến dạng tương đối trong kéo được tính bằng gì?,ε = ΔL / L₀,ε = ΔL × L₀,ε = L₀ / ΔL,ε = ΔL + L₀,A,Biến dạng tương đối là độ thay đổi chiều dài chia chiều dài ban đầu.,force = lực; torque = mô-men xoắn; pressure = áp suất
557,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,Độ cứng Rockwell là một đại lượng dùng chủ yếu để đánh giá gì?,Khả năng chống lại biến dạng lõm,Độ dẫn điện,Độ nhám bề mặt,Khối lượng riêng,A,Rockwell là phương pháp đo độ cứng dựa trên độ sâu vết lõm.,force = lực; torque = mô-men xoắn; pressure = áp suất
558,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Mô-men xoắn được tính theo công thức cơ bản nào?",M = F × L,M = L / F,M = F + L,M = F / L,A,Mô-men bằng lực nhân với cánh tay đòn vuông góc.,force = lực; torque = mô-men xoắn; pressure = áp suất
559,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Áp suất được tính bằng công thức nào?",p = A / F,p = F × A,p = F / A,p = F + A,C,Áp suất bằng lực tác dụng chia cho diện tích.,force = lực; torque = mô-men xoắn; pressure = áp suất
560,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Khối lượng riêng được tính bằng công thức nào?",ρ = V / m,ρ = m × V,ρ = m / V,ρ = m + V,C,Khối lượng riêng là khối lượng chia cho thể tích.,force = lực; torque = mô-men xoắn; pressure = áp suất
561,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Công cơ học trong trường hợp lực cùng hướng chuyển động được tính gần đúng bằng gì?",W = F + s,W = s / F,W = F × s,W = F / s,C,Công bằng lực nhân quãng đường khi lực cùng hướng chuyển động.,force = lực; torque = mô-men xoắn; pressure = áp suất
562,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Công suất cơ học được tính bằng gì?",P = W + t,P = W × t,P = W / t,P = t / W,C,Công suất là công thực hiện trong một đơn vị thời gian.,force = lực; torque = mô-men xoắn; pressure = áp suất
563,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Ứng suất kéo trung bình được tính bằng gì?",σ = F × A,σ = A / F,σ = F + A,σ = F / A,D,Ứng suất pháp bằng lực chia diện tích chịu lực.,force = lực; torque = mô-men xoắn; pressure = áp suất
564,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Biến dạng tương đối trong kéo được tính bằng gì?",ε = ΔL / L₀,ε = ΔL + L₀,ε = L₀ / ΔL,ε = ΔL × L₀,A,Biến dạng tương đối là độ thay đổi chiều dài chia chiều dài ban đầu.,force = lực; torque = mô-men xoắn; pressure = áp suất
565,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Độ cứng Rockwell là một đại lượng dùng chủ yếu để đánh giá gì?",Độ nhám bề mặt,Khả năng chống lại biến dạng lõm,Khối lượng riêng,Độ dẫn điện,B,Rockwell là phương pháp đo độ cứng dựa trên độ sâu vết lõm.,force = lực; torque = mô-men xoắn; pressure = áp suất
566,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Mô-men xoắn được tính theo công thức cơ bản nào? (trường hợp thực hành)",M = F + L,M = F × L,M = F / L,M = L / F,B,Mô-men bằng lực nhân với cánh tay đòn vuông góc.,force = lực; torque = mô-men xoắn; pressure = áp suất
567,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Áp suất được tính bằng công thức nào? (trường hợp thực hành)",p = F × A,p = F / A,p = A / F,p = F + A,B,Áp suất bằng lực tác dụng chia cho diện tích.,force = lực; torque = mô-men xoắn; pressure = áp suất
568,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Khối lượng riêng được tính bằng công thức nào? (trường hợp thực hành)",ρ = m + V,ρ = m / V,ρ = m × V,ρ = V / m,B,Khối lượng riêng là khối lượng chia cho thể tích.,force = lực; torque = mô-men xoắn; pressure = áp suất
569,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Công cơ học trong trường hợp lực cùng hướng chuyển động được tính gần đúng bằng gì? (trường hợp thực hành)",W = F / s,W = s / F,W = F + s,W = F × s,D,Công bằng lực nhân quãng đường khi lực cùng hướng chuyển động.,force = lực; torque = mô-men xoắn; pressure = áp suất
570,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Công suất cơ học được tính bằng gì? (trường hợp thực hành)",P = t / W,P = W + t,P = W × t,P = W / t,D,Công suất là công thực hiện trong một đơn vị thời gian.,force = lực; torque = mô-men xoắn; pressure = áp suất
571,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Ứng suất kéo trung bình được tính bằng gì? (trường hợp thực hành)",σ = F + A,σ = F / A,σ = A / F,σ = F × A,B,Ứng suất pháp bằng lực chia diện tích chịu lực.,force = lực; torque = mô-men xoắn; pressure = áp suất
572,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Biến dạng tương đối trong kéo được tính bằng gì? (trường hợp thực hành)",ε = L₀ / ΔL,ε = ΔL / L₀,ε = ΔL × L₀,ε = ΔL + L₀,B,Biến dạng tương đối là độ thay đổi chiều dài chia chiều dài ban đầu.,force = lực; torque = mô-men xoắn; pressure = áp suất
573,A. Kiến thức cơ khí cơ bản,Mechanics & formulas,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Độ cứng Rockwell là một đại lượng dùng chủ yếu để đánh giá gì? (trường hợp thực hành)",Độ nhám bề mặt,Khả năng chống lại biến dạng lõm,Khối lượng riêng,Độ dẫn điện,B,Rockwell là phương pháp đo độ cứng dựa trên độ sâu vết lõm.,force = lực; torque = mô-men xoắn; pressure = áp suất
574,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,Nếu đường kính một trục tăng từ 20 mm lên 22 mm thì bán kính tăng bao nhiêu?,1 mm,2 mm,4 mm,0.5 mm,A,Bán kính bằng một nửa đường kính nên tăng 1 mm.,diameter = đường kính; radius = bán kính; angle = góc
575,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,Diện tích hình tròn đường kính d được tính bằng công thức nào?,2πd,πd²,πd²/4,πd,C,Diện tích hình tròn bằng πr² = π(d/2)².,diameter = đường kính; radius = bán kính; angle = góc
576,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,Chu vi hình tròn đường kính d được tính bằng gì?,πd,πd/2,πd²,2πd,A,Chu vi hình tròn là πd.,diameter = đường kính; radius = bán kính; angle = góc
577,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,Góc vuông có giá trị bao nhiêu?,60°,90°,180°,45°,B,Góc vuông bằng 90°.,diameter = đường kính; radius = bán kính; angle = góc
578,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,Một lỗ Ø10 mm có bán kính danh nghĩa bằng bao nhiêu?,5 mm,10 mm,20 mm,2.5 mm,A,Bán kính bằng một nửa đường kính.,diameter = đường kính; radius = bán kính; angle = góc
579,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong cơ khí, ký hiệu Ø trước một kích thước thường chỉ gì?",Đường kính,Bán kính,Chiều sâu,Độ nhám,A,Ø là ký hiệu đường kính.,diameter = đường kính; radius = bán kính; angle = góc
580,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,Ký hiệu R trước kích thước cung tròn thường chỉ gì?,Bán kính,Chiều dài,Đường kính,Độ nhám,A,R là ký hiệu bán kính.,diameter = đường kính; radius = bán kính; angle = góc
581,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Khi hai mặt phẳng song song cách nhau không đổi, khoảng cách đó được gọi là gì?",Góc xoắn,Bán kính,Chu vi,Khoảng cách vuông góc giữa hai mặt,D,Khoảng cách giữa hai mặt song song được đo theo phương vuông góc.,diameter = đường kính; radius = bán kính; angle = góc
582,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Nếu đường kính một trục tăng từ 20 mm lên 22 mm thì bán kính tăng bao nhiêu?",0.5 mm,2 mm,4 mm,1 mm,D,Bán kính bằng một nửa đường kính nên tăng 1 mm.,diameter = đường kính; radius = bán kính; angle = góc
583,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Diện tích hình tròn đường kính d được tính bằng công thức nào?",πd²,2πd,πd,πd²/4,D,Diện tích hình tròn bằng πr² = π(d/2)².,diameter = đường kính; radius = bán kính; angle = góc
584,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Chu vi hình tròn đường kính d được tính bằng gì?",πd/2,πd²,2πd,πd,D,Chu vi hình tròn là πd.,diameter = đường kính; radius = bán kính; angle = góc
585,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Góc vuông có giá trị bao nhiêu?",90°,45°,180°,60°,A,Góc vuông bằng 90°.,diameter = đường kính; radius = bán kính; angle = góc
586,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Một lỗ Ø10 mm có bán kính danh nghĩa bằng bao nhiêu?",5 mm,2.5 mm,10 mm,20 mm,A,Bán kính bằng một nửa đường kính.,diameter = đường kính; radius = bán kính; angle = góc
587,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong cơ khí, ký hiệu Ø trước một kích thước thường chỉ gì?",Bán kính,Đường kính,Chiều sâu,Độ nhám,B,Ø là ký hiệu đường kính.,diameter = đường kính; radius = bán kính; angle = góc
588,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Ký hiệu R trước kích thước cung tròn thường chỉ gì?",Đường kính,Bán kính,Chiều dài,Độ nhám,B,R là ký hiệu bán kính.,diameter = đường kính; radius = bán kính; angle = góc
589,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Khi hai mặt phẳng song song cách nhau không đổi, khoảng cách đó được gọi là gì?",Khoảng cách vuông góc giữa hai mặt,Bán kính,Góc xoắn,Chu vi,A,Khoảng cách giữa hai mặt song song được đo theo phương vuông góc.,diameter = đường kính; radius = bán kính; angle = góc
590,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Nếu đường kính một trục tăng từ 20 mm lên 22 mm thì bán kính tăng bao nhiêu? (trường hợp thực hành)",2 mm,0.5 mm,4 mm,1 mm,D,Bán kính bằng một nửa đường kính nên tăng 1 mm.,diameter = đường kính; radius = bán kính; angle = góc
591,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Diện tích hình tròn đường kính d được tính bằng công thức nào? (trường hợp thực hành)",πd,πd²,2πd,πd²/4,D,Diện tích hình tròn bằng πr² = π(d/2)².,diameter = đường kính; radius = bán kính; angle = góc
592,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Chu vi hình tròn đường kính d được tính bằng gì? (trường hợp thực hành)",πd/2,2πd,πd,πd²,C,Chu vi hình tròn là πd.,diameter = đường kính; radius = bán kính; angle = góc
593,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Góc vuông có giá trị bao nhiêu? (trường hợp thực hành)",60°,45°,90°,180°,C,Góc vuông bằng 90°.,diameter = đường kính; radius = bán kính; angle = góc
594,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Một lỗ Ø10 mm có bán kính danh nghĩa bằng bao nhiêu? (trường hợp thực hành)",5 mm,10 mm,2.5 mm,20 mm,A,Bán kính bằng một nửa đường kính.,diameter = đường kính; radius = bán kính; angle = góc
595,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Trong cơ khí, ký hiệu Ø trước một kích thước thường chỉ gì? (trường hợp thực hành)",Độ nhám,Chiều sâu,Bán kính,Đường kính,D,Ø là ký hiệu đường kính.,diameter = đường kính; radius = bán kính; angle = góc
596,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Ký hiệu R trước kích thước cung tròn thường chỉ gì? (trường hợp thực hành)",Độ nhám,Bán kính,Đường kính,Chiều dài,B,R là ký hiệu bán kính.,diameter = đường kính; radius = bán kính; angle = góc
597,A. Kiến thức cơ khí cơ bản,Geometry basics,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Khi hai mặt phẳng song song cách nhau không đổi, khoảng cách đó được gọi là gì? (trường hợp thực hành)",Khoảng cách vuông góc giữa hai mặt,Bán kính,Góc xoắn,Chu vi,A,Khoảng cách giữa hai mặt song song được đo theo phương vuông góc.,diameter = đường kính; radius = bán kính; angle = góc
598,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,Ren M10 có đường kính danh nghĩa xấp xỉ bao nhiêu?,10 mm,1 mm,8 mm,12 mm,A,Số 10 trong M10 biểu thị đường kính danh nghĩa 10 mm.,thread = ren; pitch = bước ren; bolt = bu lông
599,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong ký hiệu M10×1.5, số 1.5 biểu thị gì?",Bước ren 1.5 mm,Chiều dài bu lông 1.5 mm,Đường kính 1.5 mm,Độ sâu ren 1.5 mm,A,Số sau dấu × là bước ren.,thread = ren; pitch = bước ren; bolt = bu lông
600,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,Mục đích chính của long đen phẳng dưới đầu bu lông là gì?,Tăng đường kính bu lông,Tạo ren mới,Phân bố tải và bảo vệ bề mặt kẹp,Đo mô-men,C,Long đen giúp phân bố lực kẹp lên diện tích lớn hơn.,thread = ren; pitch = bước ren; bolt = bu lông
601,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,Đai ốc tự hãm được dùng chủ yếu để làm gì?,Giảm nguy cơ tự tháo do rung,Đo lực siết,Tăng độ cứng vật liệu,Tạo ren trái,A,Cơ cấu tự hãm giúp hạn chế lỏng mối ghép khi rung.,thread = ren; pitch = bước ren; bolt = bu lông
602,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Khi siết bu lông theo mô-men quy định, mục tiêu chính là gì?",Tăng đường kính lỗ,Tạo lực kẹp phù hợp,Làm bu lông dài hơn,Giảm chiều dài ren,B,Mô-men siết được kiểm soát để đạt lực kẹp mong muốn.,thread = ren; pitch = bước ren; bolt = bu lông
603,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Ren M10 có đường kính danh nghĩa xấp xỉ bao nhiêu?",10 mm,12 mm,1 mm,8 mm,A,Số 10 trong M10 biểu thị đường kính danh nghĩa 10 mm.,thread = ren; pitch = bước ren; bolt = bu lông
604,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong ký hiệu M10×1.5, số 1.5 biểu thị gì?",Đường kính 1.5 mm,Bước ren 1.5 mm,Chiều dài bu lông 1.5 mm,Độ sâu ren 1.5 mm,B,Số sau dấu × là bước ren.,thread = ren; pitch = bước ren; bolt = bu lông
605,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Mục đích chính của long đen phẳng dưới đầu bu lông là gì?",Phân bố tải và bảo vệ bề mặt kẹp,Đo mô-men,Tăng đường kính bu lông,Tạo ren mới,A,Long đen giúp phân bố lực kẹp lên diện tích lớn hơn.,thread = ren; pitch = bước ren; bolt = bu lông
606,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Đai ốc tự hãm được dùng chủ yếu để làm gì?",Tăng độ cứng vật liệu,Giảm nguy cơ tự tháo do rung,Tạo ren trái,Đo lực siết,B,Cơ cấu tự hãm giúp hạn chế lỏng mối ghép khi rung.,thread = ren; pitch = bước ren; bolt = bu lông
607,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Khi siết bu lông theo mô-men quy định, mục tiêu chính là gì?",Tạo lực kẹp phù hợp,Tăng đường kính lỗ,Làm bu lông dài hơn,Giảm chiều dài ren,A,Mô-men siết được kiểm soát để đạt lực kẹp mong muốn.,thread = ren; pitch = bước ren; bolt = bu lông
608,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Ren M10 có đường kính danh nghĩa xấp xỉ bao nhiêu? (trường hợp thực hành)",10 mm,1 mm,12 mm,8 mm,A,Số 10 trong M10 biểu thị đường kính danh nghĩa 10 mm.,thread = ren; pitch = bước ren; bolt = bu lông
609,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Trong ký hiệu M10×1.5, số 1.5 biểu thị gì? (trường hợp thực hành)",Bước ren 1.5 mm,Chiều dài bu lông 1.5 mm,Độ sâu ren 1.5 mm,Đường kính 1.5 mm,A,Số sau dấu × là bước ren.,thread = ren; pitch = bước ren; bolt = bu lông
610,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Mục đích chính của long đen phẳng dưới đầu bu lông là gì? (trường hợp thực hành)",Tạo ren mới,Đo mô-men,Phân bố tải và bảo vệ bề mặt kẹp,Tăng đường kính bu lông,C,Long đen giúp phân bố lực kẹp lên diện tích lớn hơn.,thread = ren; pitch = bước ren; bolt = bu lông
611,A. Kiến thức cơ khí cơ bản,Threads & fasteners,Basic,"Trong bối cảnh kiểm tra thiết kế cơ khí, Trong bối cảnh kiểm tra thiết kế cơ khí, Đai ốc tự hãm được dùng chủ yếu để làm gì? (trường hợp thực hành)",Tạo ren trái,Tăng độ cứng vật liệu,Giảm nguy cơ tự tháo do rung,Đo lực siết,C,Cơ cấu tự hãm giúp hạn chế lỏng mối ghép khi rung.,thread = ren; pitch = bước ren; bolt = bu lông
